Modelo,Dia Prevista,Valor Previsto,Valor Realizado,MAPE (%)
Pipeline em Produção,2025-07-11,2534.2,2819,13.63
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-11,2270.7,2819,19.45
Voting(ETR+RFR+XGB),2025-07-11,2249.7,2819,20.19
FEAT+ABR(3),2025-07-14,2463.7,3166,22.18
Pipeline em Produção,2025-07-14,2433.2,3166,43.05
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-14,2561.0,3166,19.11
Voting(ETR+RFR+XGB),2025-07-14,2538.6,3166,19.82
FEAT+ABR(3),2025-07-15,2562.9,2939,12.8
Pipeline em Produção,2025-07-15,2621.7,2939,23.3
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-15,2513.6,2939,14.47
Voting(ETR+RFR+XGB),2025-07-15,2700.7,2939,8.11
FEAT+ABR(3),2025-07-16,2472.9,2659,7.0
Pipeline em Produção,2025-07-16,2681.6,2659,3.79
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-16,2441.6,2659,8.18
Voting(ETR+RFR+XGB),2025-07-16,2555.7,2659,3.89
FEAT+ABR(3),2025-07-17,2819.0,2675,5.38
Pipeline em Produção,2025-07-17,2884.2,2675,1.3
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-17,2929.2,2675,9.5
Voting(ETR+RFR+XGB),2025-07-17,2817.8,2675,5.34
FEAT+ABR(3),2025-07-18,2737.7,2505,9.29
Pipeline em Produção,2025-07-18,2873.3,2505,7.99
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-18,2765.9,2505,10.41
Voting(ETR+RFR+XGB),2025-07-18,2752.3,2505,9.87
FEAT+ABR(3),2025-07-21,2810.2,2891,2.79
Pipeline em Produção,2025-07-21,2668.3,2891,13.05
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-21,2580.6,2891,10.74
Voting(ETR+RFR+XGB),2025-07-21,2725.3,2891,5.73
FEAT+ABR(3),2025-07-22,2495.1,2720,8.27
Pipeline em Produção,2025-07-22,2633.0,2720,16.28
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-22,2152.8,2720,20.85
Voting(ETR+RFR+XGB),2025-07-22,2577.3,2720,5.25
FEAT+ABR(3),2025-07-23,2440.7,2426,0.61
Pipeline em Produção,2025-07-23,2580.0,2426,10.25
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-23,2278.3,2426,6.09
Voting(ETR+RFR+XGB),2025-07-23,2469.1,2426,1.78
FEAT+ABR(3),2025-07-24,2761.0,2443,13.02
Pipeline em Produção,2025-07-24,2827.3,2443,2.56
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-24,2679.5,2443,9.68
Voting(ETR+RFR+XGB),2025-07-24,2703.2,2443,10.65
FEAT+ABR(3),2025-07-25,2645.8,3041,12.99
Pipeline em Produção,2025-07-25,2421.3,3041,13.13
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-25,2340.7,3041,23.03
Voting(ETR+RFR+XGB),2025-07-25,2681.6,3041,11.82
FEAT+ABR(3),2025-07-28,2425.8,2766,12.3
Pipeline em Produção,2025-07-28,2803.6,2766,81.96
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-28,2641.2,2766,4.51
Voting(ETR+RFR+XGB),2025-07-28,2500.0,2766,9.62
FEAT+ABR(3),2025-07-29,2727.3,2603,4.77
Pipeline em Produção,2025-07-29,2827.3,2603,9.91
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-29,2660.0,2603,2.19
Voting(ETR+RFR+XGB),2025-07-29,2632.2,2603,1.12
FEAT+ABR(3),2025-07-30,2444.8,2353,3.9
Pipeline em Produção,2025-07-30,2623.5,2353,3.35
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-30,2610.6,2353,10.95
Voting(ETR+RFR+XGB),2025-07-30,2417.7,2353,2.75
FEAT+ABR(3),2025-07-31,2660.6,2493,6.72
Pipeline em Produção,2025-07-31,2872.0,2493,2.09
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-07-31,2743.0,2493,10.03
Voting(ETR+RFR+XGB),2025-07-31,2718.5,2493,9.04
FEAT+ABR(3),2025-08-01,2575.5,2378,8.31
Pipeline em Produção,2025-08-01,2413.8,2378,19.65
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-01,2523.8,2378,6.13
Voting(ETR+RFR+XGB),2025-08-01,2422.0,2378,1.85
FEAT+ABR(3),2025-08-04,2511.3,2638,4.8
Pipeline em Produção,2025-08-04,2458.1,2638,223.28
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-04,2636.1,2638,0.07
Voting(ETR+RFR+XGB),2025-08-04,2541.9,2638,3.64
FEAT+ABR(3),2025-08-05,2563.0,2582,0.74
Pipeline em Produção,2025-08-05,2439.1,2582,381.52
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-05,2433.2,2582,5.76
Voting(ETR+RFR+XGB),2025-08-05,2501.0,2582,3.14
FEAT+ABR(3),2025-08-06,2468.0,2843,13.19
Pipeline em Produção,2025-08-06,2448.3,2843,3.58
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-06,2400.9,2843,15.55
Voting(ETR+RFR+XGB),2025-08-06,2347.4,2843,17.43
FEAT+ABR(3),2025-08-07,2597.6,2713,4.25
Pipeline em Produção,2025-08-07,2601.9,2713,17.52
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-07,2437.3,2713,10.16
Voting(ETR+RFR+XGB),2025-08-07,2476.3,2713,8.72
FEAT+ABR(3),2025-08-08,2483.2,2965,16.25
Pipeline em Produção,2025-08-08,2558.4,2965,2.58
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-08,2464.4,2965,16.88
Voting(ETR+RFR+XGB),2025-08-08,2339.8,2965,21.09
FEAT+ABR(3),2025-08-11,2806.0,2989,6.12
Pipeline em Produção,2025-08-11,2890.0,2989,52.55
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-11,2852.5,2989,4.57
Voting(ETR+RFR+XGB),2025-08-11,2777.5,2989,7.08
FEAT+ABR(3),2025-08-12,2751.9,3027,9.09
Pipeline em Produção,2025-08-12,2642.6,3027,12.44
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-12,2703.2,3027,10.7
Voting(ETR+RFR+XGB),2025-08-12,2732.5,3027,9.73
FEAT+ABR(3),2025-08-13,2662.4,2751,3.22
Pipeline em Produção,2025-08-13,2685.1,2751,3.49
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-13,2695.0,2751,2.04
Voting(ETR+RFR+XGB),2025-08-13,2527.3,2751,8.13
FEAT+ABR(3),2025-08-14,2651.0,2808,5.59
Pipeline em Produção,2025-08-14,2671.7,2808,3.51
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-14,2766.3,2808,1.49
Voting(ETR+RFR+XGB),2025-08-14,2628.4,2808,6.39
FEAT+ABR(3),2025-08-15,2731.7,2949,7.37
Pipeline em Produção,2025-08-15,2671.7,2949,8.82
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-15,2747.6,2949,6.83
Voting(ETR+RFR+XGB),2025-08-15,2678.9,2949,9.16
FEAT+ABR(3),2025-08-18,2695.9,2912,7.42
Pipeline em Produção,2025-08-18,2775.7,2912,30.54
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-18,2736.3,2912,6.03
Voting(ETR+RFR+XGB),2025-08-18,2872.8,2912,1.35
FEAT+ABR(3),2025-08-19,2767.6,2731,1.34
Pipeline em Produção,2025-08-19,2814.5,2731,2.98
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-19,2796.3,2731,2.39
Voting(ETR+RFR+XGB),2025-08-19,2897.8,2731,6.11
FEAT+ABR(3),2025-08-20,2603.2,2737,4.89
Pipeline em Produção,2025-08-20,2602.0,2737,2.01
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-20,2805.0,2737,2.48
Voting(ETR+RFR+XGB),2025-08-20,2670.2,2737,2.44
FEAT+ABR(3),2025-08-21,2662.7,2782,4.29
Pipeline em Produção,2025-08-21,2635.0,2782,3.9
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-21,2651.2,2782,4.7
Voting(ETR+RFR+XGB),2025-08-21,2681.0,2782,3.63
FEAT+ABR(3),2025-08-22,2794.2,2739,2.01
Pipeline em Produção,2025-08-22,2860.1,2739,21.01
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-22,2700.9,2739,1.39
Voting(ETR+RFR+XGB),2025-08-22,2897.1,2739,5.77
FEAT+ABR(3),2025-08-25,2818.7,2834,0.54
Pipeline em Produção,2025-08-25,2901.4,2834,6.85
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-25,2749.0,2834,3.0
Voting(ETR+RFR+XGB),2025-08-25,2856.6,2834,0.8
FEAT+ABR(3),2025-08-26,2745.7,2581,6.38
Pipeline em Produção,2025-08-26,2595.9,2581,1.7
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-26,2722.3,2581,5.48
Voting(ETR+RFR+XGB),2025-08-26,2808.6,2581,8.82
FEAT+ABR(3),2025-08-27,2530.2,2473,2.31
Pipeline em Produção,2025-08-27,2786.3,2473,3.17
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-27,2775.6,2473,12.23
Voting(ETR+RFR+XGB),2025-08-27,2507.2,2473,1.38
FEAT+ABR(3),2025-08-28,2656.1,2472,7.45
Pipeline em Produção,2025-08-28,2445.5,2472,2.35
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-28,2713.2,2472,9.76
Voting(ETR+RFR+XGB),2025-08-28,2593.2,2472,4.9
FEAT+ABR(3),2025-08-29,2616.3,2683,2.49
Pipeline em Produção,2025-08-29,2612.1,2683,2.94
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-08-29,2635.9,2683,1.76
Voting(ETR+RFR+XGB),2025-08-29,2664.6,2683,0.69
FEAT+ABR(3),2025-09-01,2806.6,2675,4.92
Pipeline em Produção,2025-09-01,2718.6,2675,9.49
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-01,2767.9,2675,3.47
Voting(ETR+RFR+XGB),2025-09-01,2745.3,2675,2.63
FEAT+ABR(3),2025-09-02,2732.3,2441,11.93
Pipeline em Produção,2025-09-02,2642.0,2441,1.02
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-02,2697.2,2441,10.5
Voting(ETR+RFR+XGB),2025-09-02,2712.9,2441,11.14
FEAT+ABR(3),2025-09-03,2598.3,2454,5.88
Pipeline em Produção,2025-09-03,2512.5,2454,9.09
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-03,2753.3,2454,12.2
Voting(ETR+RFR+XGB),2025-09-03,2610.7,2454,6.39
FEAT+ABR(3),2025-09-04,2541.7,2410,5.47
Pipeline em Produção,2025-09-04,2703.5,2410,1.61
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-04,2582.1,2410,7.14
Voting(ETR+RFR+XGB),2025-09-04,2560.3,2410,6.24
FEAT+ABR(3),2025-09-05,2760.9,2718,1.58
Pipeline em Produção,2025-09-05,2508.3,2718,3.48
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-05,2593.5,2718,4.58
Voting(ETR+RFR+XGB),2025-09-05,2631.1,2718,3.2
FEAT+ABR(3),2025-09-08,2699.2,3147,14.23
Pipeline em Produção,2025-09-08,2820.3,3147,11.64
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-08,2711.2,3147,13.85
Voting(ETR+RFR+XGB),2025-09-08,2683.3,3147,14.74
FEAT+ABR(3),2025-09-09,2794.4,2903,3.74
Pipeline em Produção,2025-09-09,2795.2,2903,1.43
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-09,2742.8,2903,5.52
Voting(ETR+RFR+XGB),2025-09-09,2849.9,2903,1.83
FEAT+ABR(3),2025-09-10,2808.0,3071,8.56
Pipeline em Produção,2025-09-10,2946.7,3071,1.05
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-10,2853.0,3071,7.1
Voting(ETR+RFR+XGB),2025-09-10,2762.7,3071,10.04
FEAT+ABR(3),2025-09-11,2914.8,2861,1.88
Pipeline em Produção,2025-09-11,2987.8,2861,4.28
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-11,2798.7,2861,2.18
Voting(ETR+RFR+XGB),2025-09-11,2829.2,2861,1.11
FEAT+ABR(3),2025-09-12,2901.4,2902,0.02
Pipeline em Produção,2025-09-12,2750.8,2902,2.48
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-12,2780.4,2902,4.19
Voting(ETR+RFR+XGB),2025-09-12,2800.2,2902,3.51
FEAT+ABR(3),2025-09-15,2867.2,2629,9.06
Pipeline em Produção,2025-09-15,2735.6,2629,17.22
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-15,2638.5,2629,0.36
Voting(ETR+RFR+XGB),2025-09-15,2871.4,2629,9.22
FEAT+ABR(3),2025-09-16,2811.3,2763,1.75
Pipeline em Produção,2025-09-16,2819.8,2763,13.77
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-16,2594.0,2763,6.12
Voting(ETR+RFR+XGB),2025-09-16,2662.0,2763,3.66
FEAT+ABR(3),2025-09-17,2748.8,2953,6.92
Pipeline em Produção,2025-09-17,2870.2,2953,6.47
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-17,2784.2,2953,5.72
Voting(ETR+RFR+XGB),2025-09-17,2718.2,2953,7.95
FEAT+ABR(3),2025-09-18,2789.0,2644,5.48
Pipeline em Produção,2025-09-18,2746.5,2644,9.18
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-18,2840.4,2644,7.43
Voting(ETR+RFR+XGB),2025-09-18,2849.7,2644,7.78
FEAT+ABR(3),2025-09-19,2724.8,2783,2.09
Pipeline em Produção,2025-09-19,2748.2,2783,4.63
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-19,2706.1,2783,2.76
Voting(ETR+RFR+XGB),2025-09-19,2769.6,2783,0.48
FEAT+ABR(3),2025-09-22,2786.2,2431,14.61
Pipeline em Produção,2025-09-22,3022.8,2431,5.56
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-22,2589.4,2431,6.52
Voting(ETR+RFR+XGB),2025-09-22,2887.3,2431,18.77
FEAT+ABR(3),2025-09-23,2577.8,2881,10.53
Pipeline em Produção,2025-09-23,2862.7,2881,14.14
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-23,2698.9,2881,6.32
Voting(ETR+RFR+XGB),2025-09-23,2582.3,2881,10.37
FEAT+ABR(3),2025-09-24,2770.6,2591,6.93
Pipeline em Produção,2025-09-24,2793.9,2591,3.66
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-24,2765.8,2591,6.74
Voting(ETR+RFR+XGB),2025-09-24,2755.9,2591,6.37
FEAT+ABR(3),2025-09-25,2622.5,2962,11.46
Pipeline em Produção,2025-09-25,2698.5,2962,7.42
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-25,2558.7,2962,13.62
Voting(ETR+RFR+XGB),2025-09-25,2675.0,2962,9.69
FEAT+ABR(3),2025-09-26,2857.5,2884,0.92
Pipeline em Produção,2025-09-26,2767.6,2884,12.0
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-26,2766.6,2884,4.07
Voting(ETR+RFR+XGB),2025-09-26,2785.1,2884,3.43
FEAT+ABR(3),2025-09-29,2924.0,2937,0.44
Pipeline em Produção,2025-09-29,2727.4,2937,2.91
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-29,2969.5,2937,1.11
Voting(ETR+RFR+XGB),2025-09-29,2855.1,2937,2.79
FEAT+ABR(3),2025-09-30,2799.3,2583,8.38
Pipeline em Produção,2025-09-30,2868.4,2583,6.85
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-09-30,2765.8,2583,7.08
Voting(ETR+RFR+XGB),2025-09-30,2787.3,2583,7.91
FEAT+ABR(3),2025-10-01,2811.2,2627,7.01
Pipeline em Produção,2025-10-01,2866.9,2627,7.84
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-01,2679.4,2627,2.0
Voting(ETR+RFR+XGB),2025-10-01,2851.2,2627,8.54
FEAT+ABR(3),2025-10-02,2803.7,2491,12.55
Pipeline em Produção,2025-10-02,2738.9,2491,5.82
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-02,2734.6,2491,9.78
Voting(ETR+RFR+XGB),2025-10-02,2754.4,2491,10.57
FEAT+ABR(3),2025-10-03,2766.8,2412,14.71
Pipeline em Produção,2025-10-03,2622.0,2412,12.91
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-03,2665.8,2412,10.52
Voting(ETR+RFR+XGB),2025-10-03,2730.3,2412,13.2
FEAT+ABR(3),2025-10-06,2612.9,2794,6.48
Pipeline em Produção,2025-10-06,2680.1,2794,15.24
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-06,2745.8,2794,1.72
Voting(ETR+RFR+XGB),2025-10-06,2709.6,2794,3.02
FEAT+ABR(3),2025-10-07,2657.0,2874,7.55
Pipeline em Produção,2025-10-07,2732.2,2874,3.11
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-07,2817.2,2874,1.98
Voting(ETR+RFR+XGB),2025-10-07,2610.9,2874,9.15
FEAT+ABR(3),2025-10-08,2866.1,3076,6.82
Pipeline em Produção,2025-10-08,2798.2,3076,8.95
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-08,2909.2,3076,5.42
Voting(ETR+RFR+XGB),2025-10-08,2733.5,3076,11.14
FEAT+ABR(3),2025-10-09,2899.8,2850,1.75
Pipeline em Produção,2025-10-09,2866.9,2850,6.58
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-09,2925.5,2850,2.65
Voting(ETR+RFR+XGB),2025-10-09,2829.4,2850,0.72
FEAT+ABR(3),2025-10-10,2866.0,3072,6.71
Pipeline em Produção,2025-10-10,2923.1,3072,3.67
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-10,2888.5,3072,5.97
Voting(ETR+RFR+XGB),2025-10-10,2844.5,3072,7.41
FEAT+ABR(3),2025-10-13,2701.7,2528,6.87
Pipeline em Produção,2025-10-13,2747.5,2528,15.36
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-13,2646.4,2528,4.68
Voting(ETR+RFR+XGB),2025-10-13,2698.7,2528,6.75
FEAT+ABR(3),2025-10-14,2587.1,2942,12.06
Pipeline em Produção,2025-10-14,2886.6,2942,12.94
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-14,2618.5,2942,11.0
Voting(ETR+RFR+XGB),2025-10-14,2700.2,2942,8.22
FEAT+ABR(3),2025-10-15,2709.2,2813,3.69
Pipeline em Produção,2025-10-15,2658.1,2813,9.44
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-15,2790.0,2813,0.82
Voting(ETR+RFR+XGB),2025-10-15,2745.1,2813,2.41
FEAT+ABR(3),2025-10-16,2763.4,2644,4.51
Pipeline em Produção,2025-10-16,2765.9,2644,9.22
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-16,2734.6,2644,3.43
Voting(ETR+RFR+XGB),2025-10-16,2720.9,2644,2.91
FEAT+ABR(3),2025-10-17,2744.2,2770,0.93
Pipeline em Produção,2025-10-17,2652.0,2770,1.65
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-17,2716.3,2770,1.94
Voting(ETR+RFR+XGB),2025-10-17,2769.9,2770,0.0
FEAT+ABR(3),2025-10-20,2622.2,2784,5.81
Pipeline em Produção,2025-10-20,2677.2,2784,1.48
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-20,2645.5,2784,4.97
Voting(ETR+RFR+XGB),2025-10-20,2710.3,2784,2.65
FEAT+ABR(3),2025-10-21,2754.9,2597,6.08
Pipeline em Produção,2025-10-21,2761.7,2597,1.37
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-21,2742.2,2597,5.59
Voting(ETR+RFR+XGB),2025-10-21,2728.2,2597,5.05
FEAT+ABR(3),2025-10-22,2783.4,2632,5.75
Pipeline em Produção,2025-10-22,2823.2,2632,1.17
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-22,2662.8,2632,1.17
Voting(ETR+RFR+XGB),2025-10-22,2782.7,2632,5.72
FEAT+ABR(3),2025-10-23,2713.8,2581,5.14
Pipeline em Produção,2025-10-23,2897.8,2581,2.82
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-23,2674.6,2581,3.63
Voting(ETR+RFR+XGB),2025-10-23,2717.9,2581,5.3
FEAT+ABR(3),2025-10-24,2793.6,2279,22.58
Pipeline em Produção,2025-10-24,2695.8,2279,11.03
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-24,2622.7,2279,15.08
Voting(ETR+RFR+XGB),2025-10-24,2722.0,2279,19.44
FEAT+ABR(3),2025-10-27,2721.2,3464,21.44
Pipeline em Produção,2025-10-27,2726.8,3464,11.53
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-27,2717.3,3464,21.56
Voting(ETR+RFR+XGB),2025-10-27,2710.2,3464,21.76
FEAT+ABR(3),2025-10-28,2858.4,2804,1.94
Pipeline em Produção,2025-10-28,2956.2,2804,25.31
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-28,2924.1,2804,4.28
Voting(ETR+RFR+XGB),2025-10-28,2875.9,2804,2.56
FEAT+ABR(3),2025-10-29,2958.9,1234,139.78
Pipeline em Produção,2025-10-29,2948.3,1234,12.48
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-29,2891.7,1234,134.33
Voting(ETR+RFR+XGB),2025-10-29,3002.2,1234,143.29
FEAT+ABR(3),2025-10-30,2913.4,2970,1.91
Pipeline em Produção,2025-10-30,2962.0,2970,65.27
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-30,2763.4,2970,6.96
Voting(ETR+RFR+XGB),2025-10-30,2853.6,2970,3.92
FEAT+ABR(3),2025-10-31,2735.2,3387,19.24
Pipeline em Produção,2025-10-31,2869.1,3387,104.66
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-10-31,2750.5,3387,18.79
Voting(ETR+RFR+XGB),2025-10-31,2766.9,3387,18.31
FEAT+ABR(3),2025-11-03,1234.0,2514,50.91
Pipeline em Produção,2025-11-03,2713.3,2514,25.91
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-03,2674.2,2514,6.37
Voting(ETR+RFR+XGB),2025-11-03,2240.1,2514,10.89
FEAT+ABR(3),2025-11-04,2811.3,2547,10.38
Pipeline em Produção,2025-11-04,2601.0,2547,7.61
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-04,2783.0,2547,9.27
Voting(ETR+RFR+XGB),2025-11-04,2775.2,2547,8.96
FEAT+ABR(3),2025-11-05,2637.5,2729,3.35
Pipeline em Produção,2025-11-05,2527.6,2729,13.58
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-05,2746.2,2729,0.63
Voting(ETR+RFR+XGB),2025-11-05,2121.3,2729,22.27
FEAT+ABR(3),2025-11-06,2669.3,2784,4.12
Pipeline em Produção,2025-11-06,2604.5,2784,45.64
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-06,2718.5,2784,2.35
Voting(ETR+RFR+XGB),2025-11-06,2657.2,2784,4.56
FEAT+ABR(3),2025-11-07,2684.6,2942,8.75
Pipeline em Produção,2025-11-07,2715.5,2942,10.29
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-07,2751.0,2942,6.49
Voting(ETR+RFR+XGB),2025-11-07,2768.9,2942,5.88
FEAT+ABR(3),2025-11-10,2832.0,3112,9.0
Pipeline em Produção,2025-11-10,2967.3,3112,39.82
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-10,2723.6,3112,12.48
Voting(ETR+RFR+XGB),2025-11-10,2711.1,3112,12.88
FEAT+ABR(3),2025-11-11,2825.0,2746,2.88
Pipeline em Produção,2025-11-11,2975.5,2746,35.58
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-11,2789.3,2746,1.58
Voting(ETR+RFR+XGB),2025-11-11,2774.4,2746,1.04
FEAT+ABR(3),2025-11-12,2712.4,2959,8.33
Pipeline em Produção,2025-11-12,2836.7,2959,6.45
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-12,2153.0,2959,27.24
Voting(ETR+RFR+XGB),2025-11-12,2583.1,2959,12.7
FEAT+ABR(3),2025-11-13,2699.8,2595,4.04
Pipeline em Produção,2025-11-13,2761.7,2595,3.67
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-13,2775.4,2595,6.95
Voting(ETR+RFR+XGB),2025-11-13,2794.5,2595,7.69
FEAT+ABR(3),2025-11-14,2627.7,2455,7.03
Pipeline em Produção,2025-11-14,2799.7,2455,6.5
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-14,2813.0,2455,14.58
Voting(ETR+RFR+XGB),2025-11-14,2596.1,2455,5.75
FEAT+ABR(3),2025-11-17,2793.7,2810,0.58
Pipeline em Produção,2025-11-17,2761.7,2810,16455.08
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-17,2807.4,2810,0.09
Voting(ETR+RFR+XGB),2025-11-17,2666.0,2810,5.12
FEAT+ABR(3),2025-11-18,2905.8,2592,12.11
Pipeline em Produção,2025-11-18,2788.3,2592,30351.02
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-18,2827.6,2592,9.09
Voting(ETR+RFR+XGB),2025-11-18,2742.7,2592,5.81
FEAT+ABR(3),2025-11-19,2686.8,3151,14.73
Pipeline em Produção,2025-11-19,2715.2,3151,3.94
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-19,2721.2,3151,13.64
Voting(ETR+RFR+XGB),2025-11-19,2710.7,3151,13.97
FEAT+ABR(3),2025-11-21,2890.8,3344,13.55
Pipeline em Produção,2025-11-21,2915.2,3344,143059.06
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-21,2336.8,3344,30.12
Voting(ETR+RFR+XGB),2025-11-21,2881.2,3344,13.84
FEAT+ABR(3),2025-11-24,2728.3,3194,14.58
Pipeline em Produção,2025-11-24,2888.3,3194,7.25
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-24,2528.0,3194,20.85
Voting(ETR+RFR+XGB),2025-11-24,2798.4,3194,12.39
FEAT+ABR(3),2025-11-25,2713.5,2971,8.67
Pipeline em Produção,2025-11-25,2946.7,2971,138.61
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-25,2782.5,2971,6.34
Voting(ETR+RFR+XGB),2025-11-25,2697.3,2971,9.21
FEAT+ABR(3),2025-11-26,2705.0,2602,3.96
Pipeline em Produção,2025-11-26,2806.2,2602,56.14
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-26,2589.2,2602,0.49
Voting(ETR+RFR+XGB),2025-11-26,2770.1,2602,6.46
FEAT+ABR(3),2025-11-27,772.0,2848,72.89
Pipeline em Produção,2025-11-27,2943.2,2848,42.11
